
SetupTitle, inv-vovg
PrimitiveTest, I/V Sweep
DataValue, 1.83, 1, -3.0000000000000003E-13, 2.4697000000000003E-06, 0.22704, 2.4697000000000003E-06, 3.0000000000000003E-13, 
DataValue, 1.8, 1, -1.2000000000000002E-13, 2.3947E-06, 0.22283999999999998, 2.3947E-06, 1.2000000000000002E-13, 
DataValue, 1.77, 1, 5E-14, 2.3363000000000004E-06, 0.22124, 2.3363000000000004E-06, 5E-14, 
DataValue, 1.74, 1, -8.0000000000000013E-14, 2.2777000000000002E-06, 0.21803999999999998, 2.2777000000000002E-06, 8.0000000000000013E-14, 
DataValue, 1.71, 1, -5E-14, 2.2465000000000004E-06, 0.21603999999999998, 2.2465000000000004E-06, 5E-14, 
DataValue, 1.68, 1, 3.4E-13, 2.1930000000000004E-06, 0.21448, 2.1930000000000004E-06, 3.4E-13, 
DataValue, 1.6500000000000001, 1, 1.3E-13, 2.1382E-06, 0.21167999999999998, 2.1382E-06, 1.3E-13, 
DataValue, 1.62, 1, -9.7000000000000011E-13, 2.0738000000000004E-06, 0.2084, 2.0738000000000004E-06, 9.7000000000000011E-13, 
DataValue, 1.59, 1, -1.8000000000000002E-13, 2.026E-06, 0.206, 2.026E-06, 1.8000000000000002E-13, 
DataValue, 1.56, 1, -1.5000000000000002E-13, 1.9781E-06, 0.20371999999999998, 1.9781E-06, 1.5000000000000002E-13, 
DataValue, 1.53, 1, -3.5E-13, 1.9335E-06, 0.20204, 1.9335E-06, 3.5E-13, 
DataValue, 1.5, 1, 2.0000000000000003E-14, 1.887E-06, 0.19932, 1.887E-06, 2.0000000000000003E-14, 
DataValue, 1.47, 1, -5E-14, 1.8451000000000001E-06, 0.19732, 1.8451000000000001E-06, 5E-14, 
DataValue, 1.44, 1, -4.5000000000000005E-13, 1.8012000000000002E-06, 0.19535999999999998, 1.8012000000000002E-06, 4.5000000000000005E-13, 
DataValue, 1.41, 1, -2.1000000000000001E-13, 1.7533000000000002E-06, 0.19232, 1.7533000000000002E-06, 2.1000000000000001E-13, 
DataValue, 1.3800000000000001, 1, 5.6E-13, 1.7207E-06, 0.19127999999999998, 1.7207E-06, 5.6E-13, 
DataValue, 1.35, 1, -4.1E-13, 1.6743000000000002E-06, 0.18936, 1.6743000000000002E-06, 4.1E-13, 
DataValue, 1.32, 1, -3.0000000000000005E-14, 1.6419000000000001E-06, 0.18824, 1.6419000000000001E-06, 3.0000000000000005E-14, 
DataValue, 1.29, 1, -7E-14, 1.6119000000000002E-06, 0.18647999999999998, 1.6119000000000002E-06, 7E-14, 
DataValue, 1.26, 1, -5.6E-13, 1.5662000000000001E-06, 0.18352, 1.5662000000000001E-06, 5.6E-13, 
DataValue, 1.23, 1, -8.2E-13, 1.5320000000000001E-06, 0.18231999999999998, 1.5320000000000001E-06, 8.2E-13, 
DataValue, 1.2, 1, -6.2000000000000008E-13, 1.5037E-06, 0.18095999999999998, 1.5037E-06, 6.2000000000000008E-13, 
DataValue, 1.17, 1, 4.0000000000000006E-14, 1.4735000000000002E-06, 0.18008, 1.4735000000000002E-06, 4.0000000000000006E-14, 
DataValue, 1.1400000000000001, 1, -6.1E-13, 1.4477000000000001E-06, 0.17936, 1.4477000000000001E-06, 6.1E-13, 
DataValue, 1.11, 1, 7.6000000000000009E-13, 1.4133E-06, 0.178, 1.4133E-06, 7.6000000000000009E-13, 
DataValue, 1.08, 1, 2.8E-13, 1.3881E-06, 0.17708, 1.3881E-06, 2.8E-13, 
DataValue, 1.05, 1, -2.8E-13, 1.3644000000000002E-06, 0.17659999999999998, 1.3644000000000002E-06, 2.8E-13, 
DataValue, 1.02, 1, -2.6E-13, 1.3434000000000001E-06, 0.176, 1.3434000000000001E-06, 2.6E-13, 
DataValue, 0.99, 1, 3.5E-13, 1.3246000000000002E-06, 0.1774, 1.3246000000000002E-06, 3.5E-13, 
DataValue, 0.96, 1, -4.2000000000000003E-13, 1.3114E-06, 0.17779999999999999, 1.3114E-06, 4.2000000000000003E-13, 
DataValue, 0.93, 1, -2.4000000000000004E-13, 1.3035E-06, 0.17864, 1.3035E-06, 2.4000000000000004E-13, 
DataValue, 0.9, 1, -4E-13, 1.2798000000000002E-06, 0.17815999999999999, 1.2798000000000002E-06, 4E-13, 
DataValue, 0.87, 1, -9.2000000000000012E-13, 1.2628000000000002E-06, 0.178, 1.2628000000000002E-06, 9.2000000000000012E-13, 
DataValue, 0.84, 1, -5.6E-13, 1.2479000000000002E-06, 0.17856, 1.2479000000000002E-06, 5.6E-13, 
DataValue, 0.81, 1, 3.1000000000000004E-13, 1.2497E-06, 0.18188, 1.2497E-06, 3.1000000000000004E-13, 
DataValue, 0.78, 1, -1.1000000000000001E-13, 1.2433E-06, 0.18367999999999998, 1.2433E-06, 1.1000000000000001E-13, 
DataValue, 0.75, 1, -1.3E-13, 1.2414E-06, 0.18608, 1.2414E-06, 1.3E-13, 
DataValue, 0.72, 1, 1E-12, 1.2448000000000001E-06, 0.1888, 1.2448000000000001E-06, 1E-12, 
DataValue, 0.69000000000000006, 1, 1.8200000000000003E-12, 1.2474000000000001E-06, 0.19288, 1.2474000000000001E-06, 1.8200000000000003E-12, 
DataValue, 0.66, 1, -2.5E-13, 1.2351E-06, 0.19452, 1.2351E-06, 2.5E-13, 
DataValue, 0.63, 1, -7.3E-13, 1.2398000000000002E-06, 0.19884, 1.2398000000000002E-06, 7.3E-13, 
DataValue, 0.6, 1, -2.4000000000000004E-13, 1.2346000000000002E-06, 0.20271999999999998, 1.2346000000000002E-06, 2.4000000000000004E-13, 
DataValue, 0.57000000000000006, 1, -3.1000000000000004E-13, 1.2449000000000001E-06, 0.20676, 1.2449000000000001E-06, 3.1000000000000004E-13, 
DataValue, 0.54, 1, 3.8000000000000005E-13, 1.2339000000000002E-06, 0.2094, 1.2339000000000002E-06, 3.8000000000000005E-13, 
DataValue, 0.51, 1, -2.8E-13, 1.2263000000000002E-06, 0.21176, 1.2263000000000002E-06, 2.8E-13, 
DataValue, 0.48, 1, -1.8000000000000002E-13, 1.2245E-06, 0.21256, 1.2245E-06, 1.8000000000000002E-13, 
DataValue, 0.45, 1, -1.0100000000000001E-12, 1.2214E-06, 0.21816, 1.2214E-06, 1.0100000000000001E-12, 
DataValue, 0.42, 1, 2.0000000000000003E-14, 1.2111000000000001E-06, 0.22155999999999998, 1.2111000000000001E-06, 2.0000000000000003E-14, 
DataValue, 0.39, 1, -1E-13, 1.2094E-06, 0.22604, 1.2094E-06, 1E-13, 
DataValue, 0.36, 1, -5.8000000000000005E-13, 1.2156E-06, 0.22924, 1.2156E-06, 5.8000000000000005E-13, 
DataValue, 0.33, 1, -6.5000000000000006E-13, 1.1951000000000002E-06, 0.22932, 1.1951000000000002E-06, 6.5000000000000006E-13, 
DataValue, 0.3, 1, 3.8000000000000005E-13, 1.1970000000000001E-06, 0.23512, 1.1970000000000001E-06, 3.8000000000000005E-13, 
DataValue, 0.27, 1, -1.8000000000000002E-13, 1.1861000000000002E-06, 0.23912, 1.1861000000000002E-06, 1.8000000000000002E-13, 
DataValue, 0.24, 1, -6.1E-13, 1.1854000000000001E-06, 0.24267999999999998, 1.1854000000000001E-06, 6.1E-13, 
DataValue, 0.21, 1, 4.7E-13, 1.1924000000000002E-06, 0.25072, 1.1924000000000002E-06, 4.7E-13, 
DataValue, 0.18, 1, -1.2000000000000002E-13, 1.1860000000000002E-06, 0.25484, 1.1860000000000002E-06, 1.2000000000000002E-13, 
DataValue, 0.15, 1, -3.5E-13, 1.1799000000000001E-06, 0.25836, 1.1799000000000001E-06, 3.5E-13, 
DataValue, 0.12, 1, -9.0000000000000008E-14, 1.1734E-06, 0.26467999999999997, 1.1734E-06, 9.0000000000000008E-14, 
DataValue, 0.09, 1, -3.6000000000000003E-13, 1.168E-06, 0.26872, 1.168E-06, 3.6000000000000003E-13, 
DataValue, 0.06, 1, -3.5E-13, 1.1735E-06, 0.27524, 1.1735E-06, 3.5E-13, 
DataValue, 0.03, 1, -2.7E-13, 1.1693000000000002E-06, 0.28171999999999997, 1.1693000000000002E-06, 2.7E-13, 
DataValue, 0, 1, -8.0000000000000013E-14, 1.1635000000000002E-06, 0.28628, 1.1635000000000002E-06, 8.0000000000000013E-14, 
DataValue, 0, 2, -2.4000000000000004E-13, 2.3176E-06, 0.79884, 2.3176E-06, 2.4000000000000004E-13, 
DataValue, 0.03, 2, 9.0000000000000008E-14, 2.2979E-06, 0.75452, 2.2979E-06, 9.0000000000000008E-14, 
DataValue, 0.06, 2, -1.59E-12, 2.2925E-06, 0.72371999999999992, 2.2925E-06, 1.59E-12, 
DataValue, 0.09, 2, 1.4E-13, 2.2529E-06, 0.66508, 2.2529E-06, 1.4E-13, 
DataValue, 0.12, 2, -2.1000000000000001E-13, 2.2430000000000004E-06, 0.63535999999999992, 2.2430000000000004E-06, 2.1000000000000001E-13, 
DataValue, 0.15, 2, -3.0000000000000003E-13, 2.2062E-06, 0.59724, 2.2062E-06, 3.0000000000000003E-13, 
DataValue, 0.18, 2, 8.7E-13, 2.167E-06, 0.55964, 2.167E-06, 8.7E-13, 
DataValue, 0.21, 2, 2.6E-13, 2.1439000000000003E-06, 0.53008, 2.1439000000000003E-06, 2.6E-13, 
DataValue, 0.24, 2, 1E-13, 2.1152E-06, 0.50468, 2.1152E-06, 1E-13, 
DataValue, 0.27, 2, 4.8000000000000008E-13, 2.1065E-06, 0.48428, 2.1065E-06, 4.8000000000000008E-13, 
DataValue, 0.3, 2, 4.4000000000000004E-13, 2.0888000000000002E-06, 0.46508, 2.0888000000000002E-06, 4.4000000000000004E-13, 
DataValue, 0.33, 2, 4.9E-13, 2.0765000000000004E-06, 0.44788, 2.0765000000000004E-06, 4.9E-13, 
DataValue, 0.36, 2, -2.8E-13, 2.0711000000000004E-06, 0.43244, 2.0711000000000004E-06, 2.8E-13, 
DataValue, 0.39, 2, 2.0000000000000003E-14, 2.0659000000000004E-06, 0.42772, 2.0659000000000004E-06, 2.0000000000000003E-14, 
DataValue, 0.42, 2, 4.3000000000000004E-13, 2.0776000000000002E-06, 0.41803999999999997, 2.0776000000000002E-06, 4.3000000000000004E-13, 
DataValue, 0.45, 2, 7E-14, 2.0683E-06, 0.40296, 2.0683E-06, 7E-14, 
DataValue, 0.48, 2, 6.0000000000000009E-14, 2.0648E-06, 0.38988, 2.0648E-06, 6.0000000000000009E-14, 
DataValue, 0.51, 2, 5.8000000000000005E-13, 2.0703000000000003E-06, 0.38232, 2.0703000000000003E-06, 5.8000000000000005E-13, 
DataValue, 0.54, 2, 3.5E-13, 2.0876E-06, 0.37867999999999996, 2.0876E-06, 3.5E-13, 
DataValue, 0.57000000000000006, 2, -4.6000000000000006E-13, 2.0869000000000003E-06, 0.36651999999999996, 2.0869000000000003E-06, 4.6000000000000006E-13, 
DataValue, 0.6, 2, 4.9E-13, 2.0654E-06, 0.35828, 2.0654E-06, 4.9E-13, 
DataValue, 0.63, 2, 5.9E-13, 2.0946000000000002E-06, 0.35719999999999996, 2.0946000000000002E-06, 5.9E-13, 
DataValue, 0.66, 2, -1.8000000000000002E-13, 2.1087000000000002E-06, 0.35044, 2.1087000000000002E-06, 1.8000000000000002E-13, 
DataValue, 0.69000000000000006, 2, 4.7E-13, 2.1471E-06, 0.35092, 2.1471E-06, 4.7E-13, 
DataValue, 0.72, 2, 5.2E-13, 2.1484E-06, 0.34212, 2.1484E-06, 5.2E-13, 
DataValue, 0.75, 2, -1.6000000000000003E-13, 2.1903E-06, 0.34731999999999996, 2.1903E-06, 1.6000000000000003E-13, 
DataValue, 0.78, 2, 9.2000000000000012E-13, 2.2126000000000002E-06, 0.34308, 2.2126000000000002E-06, 9.2000000000000012E-13, 
DataValue, 0.81, 2, 5.3000000000000006E-13, 2.2136000000000003E-06, 0.33832, 2.2136000000000003E-06, 5.3000000000000006E-13, 
DataValue, 0.84, 2, 1.3E-13, 2.2533E-06, 0.33948, 2.2533E-06, 1.3E-13, 
DataValue, 0.87, 2, 9.0000000000000008E-14, 2.2713E-06, 0.33243999999999996, 2.2713E-06, 9.0000000000000008E-14, 
DataValue, 0.9, 2, 1.4E-13, 2.2995E-06, 0.32655999999999996, 2.2995E-06, 1.4E-13, 
DataValue, 0.93, 2, -9.0000000000000008E-14, 2.33E-06, 0.33208, 2.33E-06, 9.0000000000000008E-14, 
DataValue, 0.96, 2, -3.8000000000000005E-13, 2.3672000000000004E-06, 0.33192, 2.3672000000000004E-06, 3.8000000000000005E-13, 
DataValue, 0.99, 2, 1.08E-12, 2.3939E-06, 0.3312, 2.3939E-06, 1.08E-12, 
DataValue, 1.02, 2, -1.93E-12, 2.3778000000000003E-06, 0.32255999999999996, 2.3778000000000003E-06, 1.93E-12, 
DataValue, 1.05, 2, -1.3900000000000001E-12, 2.4157000000000004E-06, 0.32104, 2.4157000000000004E-06, 1.3900000000000001E-12, 
DataValue, 1.08, 2, 2.29E-12, 2.4477000000000003E-06, 0.31888, 2.4477000000000003E-06, 2.29E-12, 
DataValue, 1.11, 2, 9.4E-13, 2.4678000000000003E-06, 0.31916, 2.4678000000000003E-06, 9.4E-13, 
DataValue, 1.1400000000000001, 2, 2.6800000000000003E-12, 2.4633E-06, 0.3104, 2.4633E-06, 2.6800000000000003E-12, 
DataValue, 1.17, 2, -3.85E-12, 2.4803E-06, 0.30916, 2.4803E-06, 3.85E-12, 
DataValue, 1.2, 2, -4.97E-12, 2.4946000000000002E-06, 0.3106, 2.4946000000000002E-06, 4.97E-12, 
DataValue, 1.23, 2, 2.41E-12, 2.4947000000000004E-06, 0.30256, 2.4947000000000004E-06, 2.41E-12, 
DataValue, 1.26, 2, 2.9E-12, 2.5343000000000005E-06, 0.3028, 2.5343000000000005E-06, 2.9E-12, 
DataValue, 1.29, 2, -1.9000000000000002E-13, 2.5249E-06, 0.29708, 2.5249E-06, 1.9000000000000002E-13, 
DataValue, 1.32, 2, 2.85E-12, 2.5528000000000004E-06, 0.29628, 2.5528000000000004E-06, 2.85E-12, 
DataValue, 1.35, 2, 2.04E-12, 2.5967E-06, 0.29544, 2.5967E-06, 2.04E-12, 
DataValue, 1.3800000000000001, 2, -1.0500000000000002E-12, 2.6079E-06, 0.29188, 2.6079E-06, 1.0500000000000002E-12, 
DataValue, 1.41, 2, 2.3000000000000003E-12, 2.6556000000000005E-06, 0.29272, 2.6556000000000005E-06, 2.3000000000000003E-12, 
DataValue, 1.44, 2, -4.4000000000000004E-13, 2.7017000000000003E-06, 0.2934, 2.7017000000000003E-06, 4.4000000000000004E-13, 
DataValue, 1.47, 2, 1.6E-12, 2.7512000000000004E-06, 0.29447999999999996, 2.7512000000000004E-06, 1.6E-12, 
DataValue, 1.5, 2, 1.6300000000000001E-12, 2.7846000000000004E-06, 0.29716, 2.7846000000000004E-06, 1.6300000000000001E-12, 
DataValue, 1.53, 2, 6.5000000000000006E-13, 2.8254E-06, 0.2938, 2.8254E-06, 6.5000000000000006E-13, 
DataValue, 1.56, 2, 1.69E-12, 2.8999000000000004E-06, 0.30028, 2.8999000000000004E-06, 1.69E-12, 
DataValue, 1.59, 2, -9.8E-13, 2.9554E-06, 0.30075999999999997, 2.9554E-06, 9.8E-13, 
DataValue, 1.62, 2, 1.7500000000000002E-12, 3.0174E-06, 0.30491999999999997, 3.0174E-06, 1.7500000000000002E-12, 
DataValue, 1.6500000000000001, 2, 1.64E-12, 3.0792000000000005E-06, 0.30576, 3.0792000000000005E-06, 1.64E-12, 
DataValue, 1.68, 2, 8.2E-13, 3.1057E-06, 0.30404, 3.1057E-06, 8.2E-13, 
DataValue, 1.71, 2, 1.4400000000000001E-12, 3.1716000000000003E-06, 0.30563999999999997, 3.1716000000000003E-06, 1.4400000000000001E-12, 
DataValue, 1.74, 2, 5.5000000000000008E-13, 3.2284000000000003E-06, 0.30928, 3.2284000000000003E-06, 5.5000000000000008E-13, 
DataValue, 1.77, 2, -4.7E-13, 3.2982000000000005E-06, 0.31144, 3.2982000000000005E-06, 4.7E-13, 
DataValue, 1.8, 2, -7.3E-13, 3.3669000000000003E-06, 0.31276, 3.3669000000000003E-06, 7.3E-13, 
DataValue, 1.83, 2, -1.2000000000000002E-13, 3.4594000000000003E-06, 0.31644, 3.4594000000000003E-06, 1.2000000000000002E-13, 
DataValue, 1.86, 2, -1E-13, 3.5138000000000006E-06, 0.31867999999999996, 3.5138000000000006E-06, 1E-13, 
DataValue, 1.8900000000000001, 2, 2.2000000000000002E-13, 3.5989000000000004E-06, 0.3246, 3.5989000000000004E-06, 2.2000000000000002E-13, 
DataValue, 1.92, 2, 3.7000000000000004E-13, 3.6526000000000004E-06, 0.32716, 3.6526000000000004E-06, 3.7000000000000004E-13, 
DataValue, 1.95, 2, -9.4E-13, 3.7685000000000004E-06, 0.33276, 3.7685000000000004E-06, 9.4E-13, 
DataValue, 1.98, 2, -5E-14, 3.8421E-06, 0.3358, 3.8421E-06, 5E-14, 
DataValue, 2.0100000000000002, 2, 1.12E-12, 3.9749000000000007E-06, 0.34284, 3.9749000000000007E-06, 1.12E-12, 
DataValue, 2.04, 2, 1.1900000000000002E-12, 4.0708E-06, 0.34787999999999997, 4.0708E-06, 1.1900000000000002E-12, 
DataValue, 2.07, 2, 6.7000000000000007E-13, 4.1312E-06, 0.34803999999999996, 4.1312E-06, 6.7000000000000007E-13, 
DataValue, 2.1, 2, 1.4E-13, 4.203E-06, 0.34843999999999997, 4.203E-06, 1.4E-13, 
DataValue, 2.13, 2, 4.0000000000000006E-14, 4.3189E-06, 0.35331999999999997, 4.3189E-06, 4.0000000000000006E-14, 
DataValue, 2.16, 2, 3.1000000000000004E-13, 4.3777000000000005E-06, 0.35812, 4.3777000000000005E-06, 3.1000000000000004E-13, 
DataValue, 2.19, 2, 1.0000000000000002E-14, 4.5048000000000005E-06, 0.3626, 4.5048000000000005E-06, 1.0000000000000002E-14, 
DataValue, 2.22, 2, 8.300000000000001E-13, 4.5941000000000006E-06, 0.36784, 4.5941000000000006E-06, 8.300000000000001E-13, 
DataValue, 2.25, 2, 7.6000000000000009E-13, 4.6919000000000008E-06, 0.37212, 4.6919000000000008E-06, 7.6000000000000009E-13, 
DataValue, 2.2800000000000002, 2, 1.5000000000000002E-13, 4.8205000000000007E-06, 0.37788, 4.8205000000000007E-06, 1.5000000000000002E-13, 
DataValue, 2.31, 2, 6.2000000000000008E-13, 4.9302000000000007E-06, 0.38228, 4.9302000000000007E-06, 6.2000000000000008E-13, 
DataValue, 2.34, 2, 3.9000000000000005E-13, 5.0471E-06, 0.38788, 5.0471E-06, 3.9000000000000005E-13, 
DataValue, 2.37, 2, -6.0000000000000009E-14, 5.1386E-06, 0.39252, 5.1386E-06, 6.0000000000000009E-14, 
DataValue, 2.4, 2, -1.6000000000000003E-13, 5.2531000000000006E-06, 0.39515999999999996, 5.2531000000000006E-06, 1.6000000000000003E-13, 
DataValue, 2.43, 2, 6.400000000000001E-13, 5.3755000000000005E-06, 0.40176, 5.3755000000000005E-06, 6.400000000000001E-13, 
DataValue, 2.46, 2, 1.8000000000000002E-13, 5.5092000000000005E-06, 0.40828, 5.5092000000000005E-06, 1.8000000000000002E-13, 
DataValue, 2.49, 2, 6.7000000000000007E-13, 5.5956E-06, 0.40931999999999996, 5.5956E-06, 6.7000000000000007E-13, 
DataValue, 2.52, 2, 4.7E-13, 5.7488000000000008E-06, 0.4148, 5.7488000000000008E-06, 4.7E-13, 
DataValue, 2.5500000000000003, 2, 5.3000000000000006E-13, 5.8832000000000007E-06, 0.42128, 5.8832000000000007E-06, 5.3000000000000006E-13, 
DataValue, 2.58, 2, 1.0000000000000002E-14, 5.9997E-06, 0.42563999999999996, 5.9997E-06, 1.0000000000000002E-14, 
DataValue, 2.61, 2, 1.2000000000000002E-13, 6.163800000000001E-06, 0.43492, 6.163800000000001E-06, 1.2000000000000002E-13, 
DataValue, 2.64, 2, -2.3000000000000003E-13, 6.3117000000000009E-06, 0.4402, 6.3117000000000009E-06, 2.3000000000000003E-13, 
DataValue, 2.67, 2, -1.4E-13, 6.4310000000000008E-06, 0.44255999999999995, 6.4310000000000008E-06, 1.4E-13, 
DataValue, 2.7, 2, 3.1000000000000004E-13, 6.5455E-06, 0.44992, 6.5455E-06, 3.1000000000000004E-13, 
DataValue, 2.73, 2, 5.7E-13, 6.7082E-06, 0.4548, 6.7082E-06, 5.7E-13, 
DataValue, 2.7600000000000002, 2, 3.1000000000000004E-13, 6.8257000000000006E-06, 0.45868, 6.8257000000000006E-06, 3.1000000000000004E-13, 
DataValue, 2.79, 2, 6.7000000000000007E-13, 6.9493000000000005E-06, 0.46624, 6.9493000000000005E-06, 6.7000000000000007E-13, 
DataValue, 2.82, 2, 8.1000000000000008E-13, 7.1135000000000006E-06, 0.47243999999999997, 7.1135000000000006E-06, 8.1000000000000008E-13, 
DataValue, 2.85, 2, 6.2000000000000008E-13, 7.2572000000000006E-06, 0.47424, 7.2572000000000006E-06, 6.2000000000000008E-13, 
DataValue, 2.88, 2, 3.3E-13, 7.421200000000001E-06, 0.48472, 7.421200000000001E-06, 3.3E-13, 
DataValue, 2.91, 2, 4.8000000000000008E-13, 7.5382000000000009E-06, 0.48876, 7.5382000000000009E-06, 4.8000000000000008E-13, 
DataValue, 2.94, 2, 3.6000000000000003E-13, 7.7128E-06, 0.49416, 7.7128E-06, 3.6000000000000003E-13, 
DataValue, 2.97, 2, 1.2000000000000002E-13, 7.8846E-06, 0.50244, 7.8846E-06, 1.2000000000000002E-13, 
DataValue, 3, 2, 4E-13, 8.0154000000000012E-06, 0.50756, 8.0154000000000012E-06, 4E-13, 
DataValue, 3, 2, 1.0000000000000002E-14, 8.0230000000000009E-06, 0.50776, 8.0230000000000009E-06, 1.0000000000000002E-14, 
DataValue, 2.97, 2, 1.9000000000000002E-13, 7.8271E-06, 0.49904, 7.8271E-06, 1.9000000000000002E-13, 
DataValue, 2.94, 2, 5.9E-13, 7.6561000000000011E-06, 0.49132, 7.6561000000000011E-06, 5.9E-13, 
DataValue, 2.91, 2, 3.2000000000000005E-13, 7.4545E-06, 0.48424, 7.4545E-06, 3.2000000000000005E-13, 
DataValue, 2.88, 2, -6.0000000000000009E-14, 7.3290000000000005E-06, 0.47984, 7.3290000000000005E-06, 6.0000000000000009E-14, 
DataValue, 2.85, 2, 6.5000000000000006E-13, 7.1694E-06, 0.4724, 7.1694E-06, 6.5000000000000006E-13, 
DataValue, 2.82, 2, 3.1000000000000004E-13, 6.9936000000000011E-06, 0.46771999999999997, 6.9936000000000011E-06, 3.1000000000000004E-13, 
DataValue, 2.79, 2, -2.4000000000000004E-13, 6.8759000000000005E-06, 0.46204, 6.8759000000000005E-06, 2.4000000000000004E-13, 
DataValue, 2.7600000000000002, 2, 3.1000000000000004E-13, 6.6441000000000005E-06, 0.45067999999999997, 6.6441000000000005E-06, 3.1000000000000004E-13, 
DataValue, 2.73, 2, 6.9000000000000009E-13, 6.5060000000000009E-06, 0.44627999999999995, 6.5060000000000009E-06, 6.9000000000000009E-13, 
DataValue, 2.7, 2, 2.5E-13, 6.3513000000000005E-06, 0.43828, 6.3513000000000005E-06, 2.5E-13, 
DataValue, 2.67, 2, 5.9E-13, 6.2161000000000005E-06, 0.43204, 6.2161000000000005E-06, 5.9E-13, 
DataValue, 2.64, 2, 1.3E-13, 6.0644000000000008E-06, 0.42504, 6.0644000000000008E-06, 1.3E-13, 
DataValue, 2.61, 2, -8.5000000000000011E-13, 5.9679000000000009E-06, 0.42456, 5.9679000000000009E-06, 8.5000000000000011E-13, 
DataValue, 2.58, 2, 2.3000000000000003E-13, 5.8092E-06, 0.41935999999999996, 5.8092E-06, 2.3000000000000003E-13, 
DataValue, 2.5500000000000003, 2, 3.3E-13, 5.6764E-06, 0.41064, 5.6764E-06, 3.3E-13, 
DataValue, 2.52, 2, 1.2000000000000002E-13, 5.6122E-06, 0.41056, 5.6122E-06, 1.2000000000000002E-13, 
DataValue, 2.49, 2, -3.0000000000000005E-14, 5.4397000000000006E-06, 0.40156, 5.4397000000000006E-06, 3.0000000000000005E-14, 
DataValue, 2.46, 2, 2.6E-13, 5.3316000000000008E-06, 0.39824, 5.3316000000000008E-06, 2.6E-13, 
DataValue, 2.43, 2, 3.4E-13, 5.2113E-06, 0.39152, 5.2113E-06, 3.4E-13, 
DataValue, 2.4, 2, 2.9000000000000003E-13, 5.0669000000000006E-06, 0.38655999999999996, 5.0669000000000006E-06, 2.9000000000000003E-13, 
DataValue, 2.37, 2, -2.0000000000000003E-14, 4.9692000000000006E-06, 0.38032, 4.9692000000000006E-06, 2.0000000000000003E-14, 
DataValue, 2.34, 2, -5.1E-13, 4.8373E-06, 0.37579999999999997, 4.8373E-06, 5.1E-13, 
DataValue, 2.31, 2, 2.4000000000000004E-13, 4.7827000000000008E-06, 0.37616, 4.7827000000000008E-06, 2.4000000000000004E-13, 
DataValue, 2.2800000000000002, 2, 6.1E-13, 4.5913E-06, 0.36479999999999996, 4.5913E-06, 6.1E-13, 
DataValue, 2.25, 2, 1.9000000000000002E-13, 4.4879000000000007E-06, 0.36003999999999997, 4.4879000000000007E-06, 1.9000000000000002E-13, 
DataValue, 2.22, 2, -4.4000000000000004E-13, 4.4485000000000007E-06, 0.3604, 4.4485000000000007E-06, 4.4000000000000004E-13, 
DataValue, 2.19, 2, 1.4E-13, 4.3635000000000007E-06, 0.35712, 4.3635000000000007E-06, 1.4E-13, 
DataValue, 2.16, 2, 1.6000000000000003E-13, 4.2685000000000007E-06, 0.35296, 4.2685000000000007E-06, 1.6000000000000003E-13, 
DataValue, 2.13, 2, -9.000000000000001E-13, 4.1588000000000007E-06, 0.3498, 4.1588000000000007E-06, 9.000000000000001E-13, 
DataValue, 2.1, 2, -9.2000000000000012E-13, 4.0282000000000007E-06, 0.33924, 4.0282000000000007E-06, 9.2000000000000012E-13, 
DataValue, 2.07, 2, 7E-13, 3.9763E-06, 0.3394, 3.9763E-06, 7E-13, 
DataValue, 2.04, 2, 1.3E-13, 3.8761E-06, 0.33815999999999996, 3.8761E-06, 1.3E-13, 
DataValue, 2.0100000000000002, 2, -5.4E-13, 3.7937E-06, 0.33355999999999997, 3.7937E-06, 5.4E-13, 
DataValue, 1.98, 2, -3.9000000000000005E-13, 3.7030000000000004E-06, 0.32883999999999997, 3.7030000000000004E-06, 3.9000000000000005E-13, 
DataValue, 1.95, 2, -1.7E-13, 3.6223000000000005E-06, 0.32524, 3.6223000000000005E-06, 1.7E-13, 
DataValue, 1.92, 2, 6.1E-13, 3.5248000000000005E-06, 0.32016, 3.5248000000000005E-06, 6.1E-13, 
DataValue, 1.8900000000000001, 2, -9.0000000000000008E-14, 3.4701000000000005E-06, 0.31779999999999997, 3.4701000000000005E-06, 9.0000000000000008E-14, 
DataValue, 1.86, 2, -1.2900000000000002E-12, 3.4024000000000002E-06, 0.31579999999999997, 3.4024000000000002E-06, 1.2900000000000002E-12, 
DataValue, 1.83, 2, 2.3000000000000003E-13, 3.3221000000000003E-06, 0.31176, 3.3221000000000003E-06, 2.3000000000000003E-13, 
DataValue, 1.8, 2, 5.3000000000000006E-13, 3.2689E-06, 0.31032, 3.2689E-06, 5.3000000000000006E-13, 
DataValue, 1.77, 2, -1.51E-12, 3.1629000000000002E-06, 0.30204, 3.1629000000000002E-06, 1.51E-12, 
DataValue, 1.74, 2, -1.6300000000000001E-12, 3.0948000000000004E-06, 0.30228, 3.0948000000000004E-06, 1.6300000000000001E-12, 
DataValue, 1.71, 2, -1.73E-12, 3.0056000000000005E-06, 0.29588, 3.0056000000000005E-06, 1.73E-12, 
DataValue, 1.68, 2, 7E-13, 2.9701E-06, 0.2954, 2.9701E-06, 7E-13, 
